,DlyCalDt,Ticker,DlyRet,DlyCap
61,2021-07-06,AGM,-0.016392,93302.3
62,2021-07-06,AGM,-0.026817,901130.22
298,2021-07-06,BIO,-0.001506,3380209.04
299,2021-07-06,BIO,0.00102,16532832.8
585,2021-07-06,CWEN,-0.001983,870882.0
586,2021-07-06,CWEN,-0.000757,2159281.6
888,2021-07-06,GEF,-0.0154,1561729.82
889,2021-07-06,GEF,-0.008935,1269421.44
948,2021-07-06,GTN,-0.071744,153033.44
949,2021-07-06,GTN,-0.027766,2048308.63
980,2021-07-06,HEI,-0.004517,7648978.5
981,2021-07-06,HEI,-0.005954,10293901.28
1042,2021-07-06,HVT,-0.022999,54909.97
1043,2021-07-06,HVT,-0.018453,702301.23
1237,2021-07-06,LEN,-0.015386,27529120.8
1238,2021-07-06,LEN,-0.017452,3049934.47
1362,2021-07-06,MKC,-0.006095,21924714.15
1363,2021-07-06,MKC,-0.008196,1590240.11
1999,2021-07-06,STZ,-0.015587,5323987.19
2000,2021-07-06,STZ,-0.008469,38606874.46
2023,2021-07-06,TAP,-0.033265,11011437.54
2024,2021-07-06,TAP,0.020606,342592.8
2293,2021-07-06,WSO,-0.006805,1670960.76
2294,2021-07-06,WSO,-0.007067,9433194.93
2410,2021-07-07,AGM,0.02777,95893.31
2411,2021-07-07,AGM,-0.001024,900207.12
2647,2021-07-07,BIO,0.012807,3423498.56
2648,2021-07-07,BIO,0.00899,16681464.8
2934,2021-07-07,CWEN,0.008741,878494.0
2935,2021-07-07,CWEN,0.014767,2191168.0
3237,2021-07-07,GEF,0.012751,1581643.07
3238,2021-07-07,GEF,0.014563,1287908.16
3297,2021-07-07,GTN,-0.005183,152240.33
3298,2021-07-07,GTN,-0.022068,2003105.8
3329,2021-07-07,HEI,0.002907,7671210.75
3330,2021-07-07,HEI,0.006226,10357994.77
3391,2021-07-07,HVT,-0.00048,54883.59
3392,2021-07-07,HVT,0.003615,704840.28
3586,2021-07-07,LEN,0.023139,28166126.4
3587,2021-07-07,LEN,0.024917,3125928.89
3711,2021-07-07,MKC,0.001476,21957084.54
3712,2021-07-07,MKC,-0.002098,1586904.0
4348,2021-07-07,STZ,-0.01158,5262337.42
4349,2021-07-07,STZ,-0.010372,38206437.08
4372,2021-07-07,TAP,0.016724,11195596.53
4373,2021-07-07,TAP,-0.011713,338580.0
4642,2021-07-07,WSO,0.030964,1722699.72
4643,2021-07-07,WSO,0.030913,9724804.11
4759,2021-07-08,AGM,-0.032362,92790.0
4760,2021-07-08,AGM,-0.017125,884791.35
4996,2021-07-08,BIO,-0.002363,3415408.72
4997,2021-07-08,BIO,-0.00104,16664124.4
5283,2021-07-08,CWEN,-0.014967,865346.0
5284,2021-07-08,CWEN,-0.012687,2163369.6
5586,2021-07-08,GEF,-0.007722,1569429.61
5587,2021-07-08,GEF,-0.008715,1276684.08
5646,2021-07-08,GTN,-0.038648,146356.52
5647,2021-07-08,GTN,-0.026549,1949926.0
5678,2021-07-08,HEI,-0.013925,7564387.5
5679,2021-07-08,HEI,-0.00047,10353126.91
5740,2021-07-08,HVT,-0.012377,54204.31
5741,2021-07-08,HVT,-0.022334,689098.17
5935,2021-07-08,LEN,-0.035931,27154087.2
5936,2021-07-08,LEN,-0.039836,3001403.38
6060,2021-07-08,MKC,-0.012474,21683181.24
6061,2021-07-08,MKC,-0.005682,1577887.5
6697,2021-07-08,STZ,0.008384,5306459.22
6698,2021-07-08,STZ,-0.000308,38194659.51
6721,2021-07-08,TAP,-0.003025,11161728.21
6722,2021-07-08,TAP,0.011696,342540.0
6991,2021-07-08,WSO,-0.022149,1684544.4
6992,2021-07-08,WSO,-0.022642,9504616.14
7108,2021-07-09,AGM,0.024167,95032.43
7109,2021-07-09,AGM,0.032029,913130.52
7345,2021-07-09,BIO,0.00277,3424868.0
7346,2021-07-09,BIO,0.003672,16725311.24
7632,2021-07-09,CWEN,0.018792,881608.0
7633,2021-07-09,CWEN,0.016629,2199344.0
7935,2021-07-09,GEF,0.010151,1585360.21
7936,2021-07-09,GEF,0.019479,1301553.12
7995,2021-07-09,GTN,0.024033,149873.9
7996,2021-07-09,GTN,0.024545,1997787.82
8027,2021-07-09,HEI,0.019355,7710795.0
8028,2021-07-09,HEI,0.020453,10564878.82
8089,2021-07-09,HVT,0.028349,55740.94
8090,2021-07-09,HVT,0.037337,714827.21
8284,2021-07-09,LEN,0.004671,27280936.8
8285,2021-07-09,LEN,0.009401,3029619.13
8409,2021-07-09,MKC,0.004134,21688161.3
8410,2021-07-09,MKC,0.00088,1573144.82
9046,2021-07-09,STZ,0.002823,5321437.41
9047,2021-07-09,STZ,0.002995,38309070.19
9070,2021-07-09,TAP,0.008534,11256982.86
9071,2021-07-09,TAP,-0.006474,340322.4
9340,2021-07-09,WSO,0.006985,1696311.12
9341,2021-07-09,WSO,0.008276,9583278.21
9457,2021-07-12,AGM,-0.023596,92790.0
9458,2021-07-12,AGM,0.001617,914607.48
9694,2021-07-12,BIO,0.001348,3429483.52
9695,2021-07-12,BIO,-0.001763,16695832.56
9981,2021-07-12,CWEN,-0.007849,874688.0
9982,2021-07-12,CWEN,-0.010037,2177268.8
10284,2021-07-12,GEF,0.01725,1612707.74
10285,2021-07-12,GEF,0.015218,1321360.32
10344,2021-07-12,GTN,-0.042584,143491.71
10345,2021-07-12,GTN,0.002218,2002219.47
10376,2021-07-12,HEI,-0.020042,7556253.75
10377,2021-07-12,HEI,-0.032407,10222506.0
10438,2021-07-12,HVT,0.006271,56090.48
10439,2021-07-12,HVT,0.000237,714996.48
10633,2021-07-12,LEN,-0.002527,27211996.8
10634,2021-07-12,LEN,-0.003229,3019837.67
10758,2021-07-12,MKC,-0.004707,21586070.07
10759,2021-07-12,MKC,-0.006671,1562649.62
11395,2021-07-12,STZ,-0.005368,5292874.35
11396,2021-07-12,STZ,-0.005402,38102121.46
11419,2021-07-12,TAP,-0.006205,11187129.45
11420,2021-07-12,TAP,-0.099061,306609.6
11689,2021-07-12,WSO,0.002839,1701127.4
11690,2021-07-12,WSO,0.002782,9609937.74
11806,2021-07-13,AGM,0.036833,96207.77
11807,2021-07-13,AGM,-0.024425,892268.46
12043,2021-07-13,BIO,-0.016143,3374122.64
12044,2021-07-13,BIO,-0.014006,16461984.88
12330,2021-07-13,CWEN,-0.011867,864308.0
12331,2021-07-13,CWEN,-0.006759,2162552.0
12633,2021-07-13,GEF,-0.020086,1580315.52
12634,2021-07-13,GEF,-0.017322,1298472.0
12693,2021-07-13,GTN,-0.010025,142053.21
12694,2021-07-13,GTN,-0.015936,1970311.59
12725,2021-07-13,HEI,-0.017223,7426113.75
12726,2021-07-13,HEI,-0.015317,10065923.17
12787,2021-07-13,HVT,-0.008642,55605.74
12788,2021-07-13,HVT,0.000237,715165.75
12982,2021-07-13,LEN,-0.029185,26417808.0
12983,2021-07-13,LEN,-0.025913,2941585.99
13107,2021-07-13,MKC,-0.01142,21339557.1
13108,2021-07-13,MKC,-0.012058,1543806.93
13745,2021-07-13,STZ,-0.004431,5269420.13
13746,2021-07-13,STZ,-0.00446,37932187.95
13769,2021-07-13,TAP,-0.021949,10941584.13
13770,2021-07-13,TAP,0.070518,328231.2
14039,2021-07-13,WSO,-0.016208,1673556.36
14040,2021-07-13,WSO,-0.017535,9441423.18
14156,2021-07-14,AGM,-0.01077,95171.61
14157,2021-07-14,AGM,-0.004035,888668.37
14393,2021-07-14,BIO,-0.007493,3348838.72
14394,2021-07-14,BIO,-0.008939,16314839.2
14680,2021-07-14,CWEN,-0.008807,856696.0
14681,2021-07-14,CWEN,-0.007561,2146200.0
14983,2021-07-14,GEF,-0.010753,1563322.88
14984,2021-07-14,GEF,-0.011525,1283506.56
15043,2021-07-14,GTN,0.031864,146579.54
15044,2021-07-14,GTN,-0.021592,1927767.75
15075,2021-07-14,HEI,-0.015188,7313325.75
15076,2021-07-14,HEI,-0.010881,9956396.32
15137,2021-07-14,HVT,-0.000178,55595.85
15138,2021-07-14,HVT,-0.025562,696884.59
15332,2021-07-14,LEN,0.005532,26563960.8
15333,2021-07-14,LEN,0.002558,2949110.19
15457,2021-07-14,MKC,0.005601,21459078.54
15458,2021-07-14,MKC,0.006657,1554083.94
16095,2021-07-14,STZ,0.001388,5276735.06
16096,2021-07-14,STZ,0.001464,37987710.78
16119,2021-07-14,TAP,-0.002902,10909832.58
16120,2021-07-14,TAP,0.005389,330000.0
16389,2021-07-14,WSO,0.005325,1671220.32
16390,2021-07-14,WSO,0.00617,9435498.84
16506,2021-07-15,AGM,0.002112,95372.66
16507,2021-07-15,AGM,0.005609,893653.11
16743,2021-07-15,BIO,0.010806,3385027.44
16744,2021-07-15,BIO,0.012405,16517226.44
17030,2021-07-15,CWEN,0.004443,860502.0
17031,2021-07-15,CWEN,-0.001143,2143747.2
17334,2021-07-15,GEF,-0.008832,1549516.36
17335,2021-07-15,GEF,-0.007888,1273382.88
17394,2021-07-15,GTN,-0.017152,144065.39
17395,2021-07-15,GTN,-0.003218,1921563.44
17426,2021-07-15,HEI,-0.004004,7284044.25
17427,2021-07-15,HEI,0.000489,9961264.18
17489,2021-07-15,HVT,-0.029893,53933.91
17490,2021-07-15,HVT,0.001214,697730.94
17684,2021-07-15,LEN,0.005502,26710113.6
17685,2021-07-15,LEN,0.003062,2958139.23
17809,2021-07-15,MKC,0.010327,21680691.21
17810,2021-07-15,MKC,0.009051,1568149.68
18448,2021-07-15,STZ,-0.003411,5258738.01
18449,2021-07-15,STZ,-0.003632,37849744.96
18472,2021-07-15,TAP,-0.009701,10803994.08
18473,2021-07-15,TAP,0.02,336600.0
18742,2021-07-15,WSO,-0.002502,1667038.52
18743,2021-07-15,WSO,-0.002756,9409497.57
18859,2021-07-16,AGM,-0.075726,88150.5
18860,2021-07-16,AGM,-0.004648,889499.16
19096,2021-07-16,BIO,0.01132,3423346.4
19097,2021-07-16,BIO,0.012013,16715650.16
19385,2021-07-16,CWEN,0.006433,866038.0
19386,2021-07-16,CWEN,-0.001144,2141294.4
19690,2021-07-16,GEF,-0.010966,1532523.72
19691,2021-07-16,GEF,-0.004839,1267220.64
19750,2021-07-16,GTN,-0.000996,143921.97
19751,2021-07-16,GTN,-0.012915,1896746.2
19782,2021-07-16,HEI,0.001266,7293262.5
19783,2021-07-16,HEI,-0.000326,9958018.94
19845,2021-07-16,HVT,-0.022989,52694.05
19846,2021-07-16,HVT,-0.032994,674710.22
20040,2021-07-16,LEN,-0.009292,26461929.6
20041,2021-07-16,LEN,-0.007122,2937071.47
20165,2021-07-16,MKC,0.009533,21887363.7
20166,2021-07-16,MKC,0.010982,1585371.2
20804,2021-07-16,STZ,-0.004747,5233774.36
20805,2021-07-16,STZ,-0.004223,37689906.51
20828,2021-07-16,TAP,-0.010776,10687571.73
20829,2021-07-16,TAP,-0.021333,329419.2
21099,2021-07-16,WSO,-0.010501,1649532.64
21100,2021-07-16,WSO,-0.011158,9304505.1
21216,2021-07-19,AGM,0.040819,91748.69
21217,2021-07-19,AGM,-0.002491,887283.72
21453,2021-07-19,BIO,0.001504,3428494.48
21454,2021-07-19,BIO,-0.001393,16692364.48
21742,2021-07-19,CWEN,-0.019976,848738.0
21743,2021-07-19,CWEN,-0.017946,2102867.2
22048,2021-07-19,GEF,-0.021137,1500131.5
22049,2021-07-19,GEF,-0.02553,1234868.88
22108,2021-07-19,GTN,-0.072775,133448.01
22109,2021-07-19,GTN,-0.045794,1809885.86
22140,2021-07-19,HEI,-0.027063,7095883.5
22141,2021-07-19,HEI,-0.021753,9741399.17
22203,2021-07-19,HVT,-0.026909,51276.13
22204,2021-07-19,HVT,-0.026844,656598.33
22398,2021-07-19,LEN,0.002084,26517081.6
22399,2021-07-19,LEN,-0.000128,2936695.26
22523,2021-07-19,MKC,0.008077,22064155.83
22524,2021-07-19,MKC,0.000967,1586904.0
23162,2021-07-19,STZ,-0.018493,5136987.39
23163,2021-07-19,STZ,-0.008884,37355087.02
23186,2021-07-19,TAP,-0.002575,10660053.72
23187,2021-07-19,TAP,-0.050649,312734.4
23457,2021-07-19,WSO,-0.0157,1623634.32
23458,2021-07-19,WSO,-0.014574,9168903.54
23574,2021-07-20,AGM,0.073941,98532.67
23575,2021-07-20,AGM,0.005514,892176.15
23811,2021-07-20,BIO,-0.006938,3404706.8
23812,2021-07-20,BIO,-0.008043,16558100.24
24100,2021-07-20,CWEN,0.029759,873996.0
24101,2021-07-20,CWEN,0.022551,2150288.0
24406,2021-07-20,GEF,0.021239,1531992.7
24407,2021-07-20,GEF,0.022634,1262819.04
24466,2021-07-20,GTN,-0.012864,131731.27
24467,2021-07-20,GTN,0.035749,1874587.95
24498,2021-07-20,HEI,0.044169,7409304.0
24499,2021-07-20,HEI,0.028067,10014810.64
24561,2021-07-20,HVT,0.028939,52760.0
24562,2021-07-20,HVT,0.010054,663199.86
24756,2021-07-20,LEN,0.024334,27162360.0
24757,2021-07-20,LEN,0.028696,3020966.3
24881,2021-07-20,MKC,-0.01027,21837563.1
24882,2021-07-20,MKC,0.0,1586904.0
25521,2021-07-20,STZ,0.023204,5256183.59
25522,2021-07-20,STZ,0.014188,37885077.67
25545,2021-07-20,TAP,0.011319,10780709.61
25546,2021-07-20,TAP,0.070066,334646.4
25816,2021-07-20,WSO,0.018686,1653974.0
25817,2021-07-20,WSO,0.017589,9330177.24
25933,2021-07-21,AGM,-0.055666,93047.75
25934,2021-07-21,AGM,0.006829,898268.61
26170,2021-07-21,BIO,-0.010093,3370344.0
26171,2021-07-21,BIO,-0.008034,16425074.6
26459,2021-07-21,CWEN,0.027316,897870.0
26460,2021-07-21,CWEN,0.038023,2232048.0
26765,2021-07-21,GEF,0.007106,1542878.61
26766,2021-07-21,GEF,0.010282,1275803.76
26825,2021-07-21,GTN,0.028851,135531.9
26826,2021-07-21,GTN,0.02695,1925108.76
26857,2021-07-21,HEI,0.009075,7476543.0
26858,2021-07-21,HEI,0.012071,10135695.83
26920,2021-07-21,HVT,-0.01725,51849.89
26921,2021-07-21,HVT,0.014548,672848.25
27116,2021-07-21,LEN,0.02132,27741456.0
27117,2021-07-21,LEN,0.020299,3082288.53
27241,2021-07-21,MKC,-0.024401,21304696.68
27242,2021-07-21,MKC,-0.027614,1543083.81
27882,2021-07-21,STZ,-0.003071,5240044.3
27883,2021-07-21,STZ,0.00302,37999488.35
27906,2021-07-21,TAP,-0.006676,10708739.43
27907,2021-07-21,TAP,-0.019959,327967.2
28177,2021-07-21,WSO,-0.007201,1642063.08
28178,2021-07-21,WSO,-0.006879,9265996.89
28295,2021-07-22,AGM,0.00277,93305.5
28296,2021-07-22,AGM,-0.01562,884237.49
28533,2021-07-22,BIO,0.016042,3424411.52
28534,2021-07-22,BIO,0.018641,16731256.52
28822,2021-07-22,CWEN,0.026975,922090.0
28823,2021-07-22,CWEN,0.02381,2285192.0
29128,2021-07-22,GEF,-0.000688,1541816.57
29129,2021-07-22,GEF,0.00483,1281966.0
29188,2021-07-22,GTN,0.010085,136898.69
29189,2021-07-22,GTN,-0.020718,1885223.91
29220,2021-07-22,HEI,-0.010879,7395205.5
29221,2021-07-22,HEI,-0.001761,10117847.01
29283,2021-07-22,HVT,-0.037013,49930.75
29284,2021-07-22,HVT,-0.048553,640179.14
29480,2021-07-22,LEN,-0.004871,27606333.6
29481,2021-07-22,LEN,-0.003295,3072130.86
29605,2021-07-22,MKC,-0.009701,21098024.19
29606,2021-07-22,MKC,-0.009933,1527755.76
30247,2021-07-22,STZ,-0.009639,5189536.45
30248,2021-07-22,STZ,-0.0089,37661303.84
30271,2021-07-22,TAP,-0.002767,10679104.65
30272,2021-07-22,TAP,-0.0747,303468.0
30542,2021-07-22,WSO,0.023184,1680131.88
30543,2021-07-22,WSO,0.022733,9476640.09
30660,2021-07-23,AGM,0.009116,94156.08
30661,2021-07-23,AGM,0.009709,892822.32
30898,2021-07-23,BIO,0.014145,3472849.12
30899,2021-07-23,BIO,0.011119,16917294.24
31190,2021-07-23,CWEN,-0.006379,916208.0
31191,2021-07-23,CWEN,0.00322,2292550.4
31496,2021-07-23,GEF,0.003789,1547657.79
31497,2021-07-23,GEF,0.001717,1284166.8
31556,2021-07-23,GTN,-0.004222,136320.71
31557,2021-07-23,GTN,0.018806,1920677.11
31588,2021-07-23,HEI,-0.00286,7374057.75
31589,2021-07-23,HEI,-0.004651,10070791.03
31651,2021-07-23,HVT,0.007,50280.28
31652,2021-07-23,HVT,0.013485,648811.91
31848,2021-07-23,LEN,0.02747,28364673.6
31849,2021-07-23,LEN,0.031717,3169569.25
31973,2021-07-23,MKC,0.011684,21344537.16
31974,2021-07-23,MKC,0.013134,1547821.08
32617,2021-07-23,STZ,0.003602,5208230.16
32618,2021-07-23,STZ,0.003306,37785809.58
32641,2021-07-23,TAP,-0.014866,10520346.9
32642,2021-07-23,TAP,0.052458,319387.2
32912,2021-07-23,WSO,0.023568,1719729.2
32913,2021-07-23,WSO,0.025041,9713942.82
33031,2021-07-26,AGM,-0.003285,93846.78
33032,2021-07-26,AGM,0.008065,900022.5
33269,2021-07-26,BIO,0.008383,3501962.4
33270,2021-07-26,BIO,0.003866,16982692.32
33561,2021-07-26,CWEN,-0.003021,913440.0
33562,2021-07-26,CWEN,-0.001427,2289280.0
33867,2021-07-26,GEF,0.025562,1587218.78
33868,2021-07-26,GEF,0.018166,1307495.28
33927,2021-07-26,GTN,0.028264,140173.69
33928,2021-07-26,GTN,0.012921,1945494.35
33959,2021-07-26,HEI,-0.001912,7359959.25
33960,2021-07-26,HEI,-0.003303,10037527.32
34022,2021-07-26,HVT,-0.029381,48803.0
34023,2021-07-26,HVT,0.001565,649827.53
34220,2021-07-26,LEN,-0.015069,27937245.6
34221,2021-07-26,LEN,-0.018516,3110880.49
34345,2021-07-26,MKC,-0.003966,21259876.14
34346,2021-07-26,MKC,-0.005058,1539992.95
34989,2021-07-26,STZ,0.002051,5218912.28
34990,2021-07-26,STZ,0.001069,37826189.82
35013,2021-07-26,TAP,0.015895,10687571.73
35014,2021-07-26,TAP,-0.022896,312074.4
35284,2021-07-26,WSO,0.007111,1731957.36
35285,2021-07-26,WSO,-0.024192,9478944.0
35403,2021-07-27,AGM,0.001868,94022.05
35404,2021-07-27,AGM,-0.004308,896145.48
35641,2021-07-27,BIO,0.010587,3539038.72
35642,2021-07-27,BIO,0.025133,17409513.88
35933,2021-07-27,CWEN,0.005682,918630.0
35934,2021-07-27,CWEN,0.0025,2295003.2
36239,2021-07-27,GEF,0.00368,1593060.0
36240,2021-07-27,GEF,0.00606,1315418.16
36299,2021-07-27,GTN,-0.047183,133559.88
36300,2021-07-27,GTN,-0.013667,1918904.45
36331,2021-07-27,HEI,0.000737,7365381.75
36332,2021-07-27,HEI,-0.002425,10013188.02
36394,2021-07-27,HVT,0.032838,50405.59
36395,2021-07-27,HVT,-0.003907,647288.48
36592,2021-07-27,LEN,0.01066,28235066.4
36593,2021-07-27,LEN,0.010763,3144363.18
36717,2021-07-27,MKC,0.004334,21352007.25
36718,2021-07-27,MKC,0.01128,1557364.14
37361,2021-07-27,STZ,0.002692,5232961.59
37362,2021-07-27,STZ,0.00685,38085296.36
37385,2021-07-27,TAP,-0.009507,10585966.77
37386,2021-07-27,TAP,0.005583,313816.8
37656,2021-07-27,WSO,-0.053585,1639150.24
37657,2021-07-27,WSO,-0.02434,9248223.87
37775,2021-07-28,AGM,0.010253,94986.03
37776,2021-07-28,AGM,0.00103,897068.58
38013,2021-07-28,BIO,0.01484,3591559.28
38014,2021-07-28,BIO,0.004539,17488536.56
38305,2021-07-28,CWEN,0.012429,930048.0
38306,2021-07-28,CWEN,0.015319,2330160.0
38612,2021-07-28,GEF,0.002167,1596511.63
38613,2021-07-28,GEF,0.008031,1325982.0
38672,2021-07-28,GTN,0.065503,142308.5
38673,2021-07-28,GTN,0.018476,1954357.65
38704,2021-07-28,HEI,0.008908,7430994.0
38705,2021-07-28,HEI,0.007778,10091073.78
38767,2021-07-28,HVT,-0.04841,47965.44
38768,2021-07-28,HVT,-0.047856,616312.07
38965,2021-07-28,LEN,-0.014552,27824184.0
38966,2021-07-28,LEN,-0.013281,3102603.87
39090,2021-07-28,MKC,-0.012245,21090554.1
39091,2021-07-28,MKC,-0.021907,1523247.51
39735,2021-07-28,STZ,0.006013,5264427.4
39736,2021-07-28,STZ,0.000265,38095391.42
39759,2021-07-28,TAP,-0.009598,10484361.81
39760,2021-07-28,TAP,0.132077,355264.8
40030,2021-07-28,WSO,-0.018439,1608925.92
40031,2021-07-28,WSO,-0.017794,9083658.87
40149,2021-07-29,AGM,0.058396,100532.81
40150,2021-07-29,AGM,0.008232,904453.38
40387,2021-07-29,BIO,0.000974,3595058.96
40388,2021-07-29,BIO,0.001629,17517024.36
40679,2021-07-29,CWEN,0.017113,945964.0
40680,2021-07-29,CWEN,0.01614,2367769.6
40986,2021-07-29,GEF,0.011475,1614831.82
40987,2021-07-29,GEF,0.013278,1343588.4
41046,2021-07-29,GTN,-0.024439,138830.56
41047,2021-07-29,GTN,0.014966,1983606.54
41078,2021-07-29,HEI,-0.004232,7399543.5
41079,2021-07-29,HEI,-0.011175,9978301.69
41142,2021-07-29,HVT,0.023649,49099.78
41143,2021-07-29,HVT,0.020049,628668.78
41340,2021-07-29,LEN,0.055203,29360167.2
41341,2021-07-29,LEN,0.056869,3279046.36
41465,2021-07-29,MKC,-0.005313,20978502.75
41466,2021-07-29,MKC,-0.00367,1517657.28
42111,2021-07-29,STZ,-0.004896,5238650.98
42112,2021-07-29,STZ,-0.008171,37784127.07
42135,2021-07-29,TAP,-0.002423,10458960.57
42136,2021-07-29,TAP,-0.039979,341061.6
42406,2021-07-29,WSO,0.011562,1627527.72
42407,2021-07-29,WSO,0.012174,9194246.55
42525,2021-07-30,AGM,-0.042355,96274.78
42526,2021-07-30,AGM,-0.004899,900022.5
42763,2021-07-30,BIO,0.041648,3744784.4
42764,2021-07-30,BIO,0.045791,18319141.72
43055,2021-07-30,CWEN,-0.014265,932470.0
43056,2021-07-30,CWEN,-0.009669,2344876.8
43363,2021-07-30,GEF,-0.003288,1609521.62
43364,2021-07-30,GEF,-0.002785,1339847.04
43423,2021-07-30,GTN,0.005036,139529.73
43424,2021-07-30,GTN,-0.009383,1964993.61
43455,2021-07-30,HEI,-0.008867,7333931.25
43456,2021-07-30,HEI,-0.013822,9840378.99
43519,2021-07-30,HVT,-0.031028,47576.33
43520,2021-07-30,HVT,-0.030964,609202.73
43717,2021-07-30,LEN,-0.012398,28884179.25
43718,2021-07-30,LEN,-0.009293,3248573.35
43842,2021-07-30,MKC,-0.00095,20974743.15
43843,2021-07-30,MKC,0.000119,1521372.75
44490,2021-07-30,STZ,-0.018729,5140538.03
44491,2021-07-30,STZ,-0.001024,37745429.34
44514,2021-07-30,TAP,-0.010524,10348888.53
44515,2021-07-30,TAP,-0.063085,319545.6
44786,2021-07-30,WSO,0.01251,1647888.76
44787,2021-07-30,WSO,0.011061,9295947.72
44905,2021-08-02,AGM,-0.008032,95501.53
44906,2021-08-02,AGM,-0.01559,885991.38
45143,2021-08-02,BIO,-0.005079,3725764.4
45144,2021-08-02,BIO,-0.004111,18243834.84
45436,2021-08-02,CWEN,0.010761,942504.0
45437,2021-08-02,CWEN,0.011158,2371040.0
45744,2021-08-02,GEF,0.001815,1612442.23
45745,2021-08-02,GEF,-0.01117,1324881.6
45804,2021-08-02,GTN,0.025826,143133.16
45805,2021-08-02,GTN,0.001353,1967652.6
45837,2021-08-02,HEI,-0.011904,7246629.0
45838,2021-08-02,HEI,-0.016654,9676494.37
45901,2021-08-02,HVT,0.013169,48202.86
45902,2021-08-02,HVT,0.014171,617835.5
46099,2021-08-02,LEN,0.006657,29076465.75
46100,2021-08-02,LEN,0.007528,3273027.0
46224,2021-08-02,MKC,-0.00095,20954807.55
46225,2021-08-02,MKC,-0.00259,1517432.4
46872,2021-08-02,STZ,-0.007589,5101525.07
46873,2021-08-02,STZ,-0.006909,37484640.29
46896,2021-08-02,TAP,0.007363,10425092.25
46897,2021-08-02,TAP,0.017763,325221.6
47168,2021-08-02,WSO,-0.005093,1639496.32
47169,2021-08-02,WSO,-0.004142,9257439.51
47287,2021-08-03,AGM,-0.011875,94367.43
47288,2021-08-03,AGM,0.006147,891437.67
47526,2021-08-03,BIO,0.016234,3786248.0
47527,2021-08-03,BIO,0.012519,18472232.68
47819,2021-08-03,CWEN,0.0279,968800.0
47820,2021-08-03,CWEN,0.028966,2439718.4
48128,2021-08-03,GEF,0.019595,1644037.92
48129,2021-08-03,GEF,0.017442,1347990.0
48188,2021-08-03,GTN,-0.021042,140121.34
48189,2021-08-03,GTN,-0.005405,1957016.64
48221,2021-08-03,HEI,-0.009802,7175594.25
48222,2021-08-03,HEI,-0.010732,9572646.69
48286,2021-08-03,HVT,0.014169,48885.83
48287,2021-08-03,HVT,0.003288,619866.74
48484,2021-08-03,LEN,0.013604,29472026.55
48485,2021-08-03,LEN,0.013218,3316291.15
48609,2021-08-03,MKC,-0.003568,20880049.05
48610,2021-08-03,MKC,-0.002406,1513781.25
49258,2021-08-03,STZ,-0.009309,5054036.08
49259,2021-08-03,STZ,-0.006508,37240676.34
49282,2021-08-03,TAP,-0.002437,10399691.01
49283,2021-08-03,TAP,-0.006656,323056.8
49555,2021-08-03,WSO,0.006896,1650801.6
49556,2021-08-03,WSO,0.007288,9324911.16
49674,2021-08-04,AGM,0.00153,94511.77
49675,2021-08-04,AGM,-0.019986,873621.84
49913,2021-08-04,BIO,0.019585,3860400.64
49914,2021-08-04,BIO,0.022033,18879236.64
50206,2021-08-04,CWEN,0.014643,982986.0
50207,2021-08-04,CWEN,0.008378,2460158.4
50515,2021-08-04,GEF,-0.026486,1600494.28
50516,2021-08-04,GEF,-0.013878,1329283.2
50575,2021-08-04,GTN,0.000256,140157.2
50576,2021-08-04,GTN,0.000453,1957902.97
50608,2021-08-04,HEI,-0.027885,6975504.0
50609,2021-08-04,HEI,-0.009153,9485025.21
50673,2021-08-04,HVT,-0.030295,47404.86
50674,2021-08-04,HVT,-0.019388,607848.57
50871,2021-08-04,LEN,-0.017243,28963840.8
50872,2021-08-04,LEN,-0.018378,3255345.13
50996,2021-08-04,MKC,-0.00728,20728040.1
50997,2021-08-04,MKC,-0.010627,1497694.5
51645,2021-08-04,STZ,0.008822,5098622.32
51646,2021-08-04,STZ,-0.00881,36912586.89
51669,2021-08-04,TAP,-0.022593,10164729.54
51670,2021-08-04,TAP,-0.033423,312259.2
51942,2021-08-04,WSO,-0.01195,1631075.04
51943,2021-08-04,WSO,-0.012424,9209057.4
52061,2021-08-05,AGM,0.01789,96202.61
52062,2021-08-05,AGM,0.017012,888483.75
52301,2021-08-05,BIO,0.002207,3868921.6
52302,2021-08-05,BIO,0.002021,18917385.52
52594,2021-08-05,CWEN,0.013728,996480.0
52595,2021-08-05,CWEN,0.009305,2483051.2
52904,2021-08-05,GEF,0.002157,1603945.91
52905,2021-08-05,GEF,0.008278,1340287.2
52964,2021-08-05,GTN,0.02328,143420.0
52965,2021-08-05,GTN,0.019013,1995128.83
52997,2021-08-05,HEI,0.024565,7146855.0
52998,2021-08-05,HEI,0.023779,9710569.39
53062,2021-08-05,HVT,0.027824,48723.86
53063,2021-08-05,HVT,0.024784,622913.6
53260,2021-08-05,LEN,9.5e-05,28966587.75
53261,2021-08-05,LEN,-0.001849,3249325.77
53385,2021-08-05,MKC,0.000842,20745483.75
53386,2021-08-05,MKC,0.003017,1502213.25
54035,2021-08-05,STZ,-0.016692,5013513.69
54036,2021-08-05,STZ,0.000547,36932777.01
54059,2021-08-05,TAP,0.005831,10223999.1
54060,2021-08-05,TAP,0.01674,317486.4
54332,2021-08-05,WSO,-0.016674,1603878.92
54333,2021-08-05,WSO,-0.005897,9154750.95
