,DlyCalDt,Ticker,DlyRet,DlyCap
259269,2021-12-06,GEF,0.025069,1682802.38
259270,2021-12-06,GEF,0.018394,1364716.08
259331,2021-12-06,GTN,0.047745,141627.25
259332,2021-12-06,GTN,0.020105,1889174.12
259364,2021-12-06,HEI,0.019933,7713933.0
259365,2021-12-06,HEI,0.013784,10442371.01
259432,2021-12-06,HVT,0.004594,39401.51
259433,2021-12-06,HVT,0.013658,503068.76
259636,2021-12-06,LEN,0.021991,31205891.08
259637,2021-12-06,LEN,0.024774,3532611.9
259764,2021-12-06,MKC,0.017732,22454961.45
259765,2021-12-06,MKC,0.02421,1618826.15
260436,2021-12-06,STZ,-0.00964,5201031.34
260437,2021-12-06,STZ,0.020691,37923629.68
260460,2021-12-06,TAP,0.023825,9915559.6
260461,2021-12-06,TAP,0.034799,298320.0
260745,2021-12-06,WSO,0.012898,1751168.37
260746,2021-12-06,WSO,0.009836,10070618.18
260869,2021-12-07,AGM,0.020121,121529.13
260870,2021-12-07,AGM,0.012805,1154097.95
261117,2021-12-07,BIO,0.00968,3822045.15
261118,2021-12-07,BIO,0.013484,18685861.32
261422,2021-12-07,CWEN,0.012632,1192662.0
261423,2021-12-07,CWEN,0.01325,3059950.08
261741,2021-12-07,GEF,-0.005838,1672978.51
261742,2021-12-07,GEF,-0.023706,1332364.32
261803,2021-12-07,GTN,-0.00962,140264.76
261804,2021-12-07,GTN,0.004223,1897152.8
261836,2021-12-07,HEI,-0.004429,7679769.36
261837,2021-12-07,HEI,-0.007614,10362862.63
261904,2021-12-07,HVT,-0.016495,38751.57
261905,2021-12-07,HVT,0.000657,503399.4
262108,2021-12-07,LEN,0.000261,31214046.64
262109,2021-12-07,LEN,-0.000426,3531107.06
262236,2021-12-07,MKC,-0.025302,21886796.85
262237,2021-12-07,MKC,-0.023083,1581458.95
262908,2021-12-07,STZ,0.047149,5446255.66
262909,2021-12-07,STZ,0.012821,38409851.12
262932,2021-12-07,TAP,-0.003202,9883806.1
262933,2021-12-07,TAP,0.044956,311731.2
263217,2021-12-07,WSO,0.008139,1765420.93
263218,2021-12-07,WSO,0.028957,10362237.76
263341,2021-12-08,AGM,0.009035,122627.14
263342,2021-12-08,AGM,-0.00136,1152528.0
263589,2021-12-08,BIO,0.023448,3911666.22
263590,2021-12-08,BIO,0.023725,19129183.92
263895,2021-12-08,CWEN,-0.006382,1185050.0
263896,2021-12-08,CWEN,-0.012276,3022384.64
264214,2021-12-08,GEF,0.0,1672978.51
264215,2021-12-08,GEF,0.001817,1334785.2
264276,2021-12-08,GTN,-0.027607,136392.42
264277,2021-12-08,GTN,-0.008411,1881195.44
264309,2021-12-08,HEI,0.026197,7880955.24
264310,2021-12-08,HEI,0.03664,10742555.71
264377,2021-12-08,HVT,0.038193,40231.62
264378,2021-12-08,HVT,0.029228,518112.88
264581,2021-12-08,LEN,0.004529,31355409.68
264582,2021-12-08,LEN,0.008417,3560827.65
264709,2021-12-08,MKC,0.009336,22091136.75
264710,2021-12-08,MKC,0.009883,1597088.5
265383,2021-12-08,STZ,0.00064,5449738.96
265384,2021-12-08,STZ,0.003635,38549475.52
265407,2021-12-08,TAP,-0.012422,9761025.9
265408,2021-12-08,TAP,-0.009146,308880.0
265692,2021-12-08,WSO,0.025457,1810362.47
265693,2021-12-08,WSO,0.002231,10385355.96
265816,2021-12-09,AGM,-0.048932,116626.72
265817,2021-12-09,AGM,-0.024119,1124730.65
266064,2021-12-09,BIO,-0.020183,3832717.35
266065,2021-12-09,BIO,-0.021332,18721128.44
266370,2021-12-09,CWEN,-0.033869,1144914.0
266371,2021-12-09,CWEN,-0.034045,2919488.0
266689,2021-12-09,GEF,0.002698,1677492.18
266690,2021-12-09,GEF,0.019786,1361194.8
266751,2021-12-09,GTN,0.064669,145212.75
266752,2021-12-09,GTN,0.033459,1944138.36
266785,2021-12-09,HEI,-0.007982,7818050.76
266786,2021-12-09,HEI,-0.0216,10510521.05
266853,2021-12-09,HVT,-0.004798,40038.57
266854,2021-12-09,HVT,-0.00702,514475.84
267057,2021-12-09,LEN,0.001734,31409780.08
267058,2021-12-09,LEN,-0.000951,3557441.76
267185,2021-12-09,MKC,0.00079,22108580.4
267186,2021-12-09,MKC,-0.001294,1595022.53
267861,2021-12-09,STZ,-0.005156,5421640.34
267862,2021-12-09,STZ,-0.005028,38355644.0
267885,2021-12-09,TAP,-0.011711,9646713.3
267886,2021-12-09,TAP,0.025641,316800.0
268170,2021-12-09,WSO,-0.01673,1780075.78
268171,2021-12-09,WSO,-0.014946,10230133.76
268294,2021-12-10,AGM,0.023161,119327.94
268295,2021-12-10,AGM,-0.002463,1121960.15
268543,2021-12-10,BIO,-0.011304,3789393.3
268544,2021-12-10,BIO,-0.010268,18528897.8
268849,2021-12-10,CWEN,-0.012995,1130036.0
268850,2021-12-10,CWEN,-0.014266,2877839.36
269168,2021-12-10,GEF,-0.022317,1640055.27
269169,2021-12-10,GEF,-0.025707,1326202.08
269230,2021-12-10,GTN,-0.001975,144925.91
269231,2021-12-10,GTN,0.001824,1947684.44
269264,2021-12-10,HEI,0.003537,7845707.04
269265,2021-12-10,HEI,-0.003474,10474012.1
269332,2021-12-10,HVT,0.01334,40572.68
269333,2021-12-10,HVT,0.008033,518608.84
269536,2021-12-10,LEN,0.011857,31782217.32
269537,2021-12-10,LEN,-0.005499,3537878.84
269664,2021-12-10,MKC,0.020176,22554639.45
269665,2021-12-10,MKC,0.016613,1621520.9
270340,2021-12-10,STZ,0.004412,5445559.0
270341,2021-12-10,STZ,0.007794,38654604.48
270364,2021-12-10,TAP,0.014483,9786428.7
270365,2021-12-10,TAP,-0.086667,289344.0
270650,2021-12-10,WSO,-0.003019,1774702.34
270651,2021-12-10,WSO,-0.001937,10210318.16
270774,2021-12-13,AGM,0.0,119327.94
270775,2021-12-13,AGM,-0.016051,1103951.9
271023,2021-12-13,BIO,0.011017,3831141.93
271024,2021-12-13,BIO,0.008243,18681639.2
271329,2021-12-13,CWEN,0.01286,1144568.0
271330,2021-12-13,CWEN,0.011635,2911321.6
271648,2021-12-13,GEF,-0.03513,1582439.6
271649,2021-12-13,GEF,-0.019582,1300232.64
271710,2021-12-13,GTN,-0.047006,138113.46
271711,2021-12-13,GTN,-0.040965,1867897.64
271744,2021-12-13,HEI,-0.015621,7723151.76
271745,2021-12-13,HEI,-0.011929,10349070.36
271812,2021-12-13,HVT,-0.013164,40038.57
271813,2021-12-13,HVT,-0.002231,517451.6
272016,2021-12-13,LEN,-0.032161,30760053.8
272017,2021-12-13,LEN,-0.025202,3448717.07
272144,2021-12-13,MKC,0.028174,23190086.7
272145,2021-12-13,MKC,0.029692,1669667.1
272820,2021-12-13,STZ,0.011459,5507958.84
272821,2021-12-13,STZ,0.008712,38991345.68
272844,2021-12-13,TAP,-0.004543,9741973.8
272845,2021-12-13,TAP,0.058394,306240.0
273130,2021-12-13,WSO,0.019543,1809385.48
273131,2021-12-13,WSO,0.016884,10382713.88
273254,2021-12-14,AGM,-0.02929,114925.57
273255,2021-12-14,AGM,-0.007194,1087883.0
273503,2021-12-14,BIO,-0.038588,3683306.55
273504,2021-12-14,BIO,-0.037583,17979525.48
273809,2021-12-14,CWEN,-0.022975,1118272.0
273810,2021-12-14,CWEN,-0.021318,2849256.96
274128,2021-12-14,GEF,-0.002685,1578191.44
274129,2021-12-14,GEF,-0.02065,1273382.88
274190,2021-12-14,GTN,-0.022326,134456.25
274191,2021-12-14,GTN,-0.052682,1762401.76
274224,2021-12-14,HEI,-0.023311,7543114.8
274225,2021-12-14,HEI,-0.025086,10089451.16
274292,2021-12-14,HVT,-0.009,39678.21
274293,2021-12-14,HVT,-0.003514,515633.08
274496,2021-12-14,LEN,-0.017676,30216349.8
274497,2021-12-14,LEN,-0.013527,3402067.03
274624,2021-12-14,MKC,-0.015904,22821278.1
274625,2021-12-14,MKC,-0.009038,1654576.5
275300,2021-12-14,STZ,0.001446,5515921.66
275301,2021-12-14,STZ,-0.002359,38899357.84
275324,2021-12-14,TAP,-0.003259,9710220.3
275325,2021-12-14,TAP,-0.051724,290400.0
275610,2021-12-14,WSO,-0.016119,1780219.46
275611,2021-12-14,WSO,-0.015205,10224849.6
275735,2021-12-15,AGM,0.023011,117570.09
275736,2021-12-15,AGM,0.004669,1092962.25
275984,2021-12-15,BIO,0.028526,3788376.9
275985,2021-12-15,BIO,0.028207,18486676.6
276290,2021-12-15,CWEN,0.004641,1123462.0
276291,2021-12-15,CWEN,0.005446,2864773.12
276609,2021-12-15,GEF,0.00858,1591732.45
276610,2021-12-15,GEF,0.031801,1313877.6
276671,2021-12-15,GTN,-0.072,124775.4
276672,2021-12-15,GTN,-0.034205,1702118.4
276705,2021-12-15,HEI,0.014019,7648859.4
276706,2021-12-15,HEI,0.004825,10138129.76
276773,2021-12-15,HVT,0.057412,41956.2
276774,2021-12-15,HVT,0.03142,531834.44
276977,2021-12-15,LEN,0.017454,30743742.68
276978,2021-12-15,LEN,0.027314,3494990.9
277105,2021-12-15,MKC,0.006879,22978270.95
277106,2021-12-15,MKC,-0.000109,1654396.85
277781,2021-12-15,STZ,0.014819,5597663.1
277782,2021-12-15,STZ,0.017862,39594194.56
277805,2021-12-15,TAP,-0.020711,9509114.8
277806,2021-12-15,TAP,0.045455,303600.0
278091,2021-12-15,WSO,0.018918,1813896.88
278092,2021-12-15,WSO,0.020543,10434894.96
278216,2021-12-16,AGM,0.005481,118214.46
278217,2021-12-16,AGM,0.0,1092962.25
278465,2021-12-16,BIO,-0.013985,3735397.05
278466,2021-12-16,BIO,-0.013448,18238068.24
278771,2021-12-16,CWEN,0.012011,1136956.0
278772,2021-12-16,CWEN,0.010832,2895805.44
279090,2021-12-16,GEF,0.017515,1607397.54
279091,2021-12-16,GEF,0.028141,1335885.6
279152,2021-12-16,GTN,0.011494,126209.6
279153,2021-12-16,GTN,-0.019271,1669317.16
279186,2021-12-16,HEI,-0.03481,7382599.92
279187,2021-12-16,HEI,-0.036812,9764927.16
279254,2021-12-16,HVT,-0.006442,41685.93
279255,2021-12-16,HVT,-0.002176,530677.2
279458,2021-12-16,LEN,-0.040941,29485067.92
279459,2021-12-16,LEN,-0.042304,3347140.37
279586,2021-12-16,MKC,0.02657,23588798.7
279587,2021-12-16,MKC,0.026713,1698590.75
280262,2021-12-16,STZ,0.002074,5609274.1
280263,2021-12-16,STZ,0.002365,39687825.04
280286,2021-12-16,TAP,0.001781,9526050.0
280287,2021-12-16,TAP,-0.034783,293040.0
280572,2021-12-16,WSO,-0.006067,1802891.37
280573,2021-12-16,WSO,-0.007153,10360256.2
280697,2021-12-17,AGM,-0.014085,116549.4
280698,2021-12-17,AGM,-0.011322,1080587.35
280946,2021-12-17,BIO,-0.004769,3717584.64
280947,2021-12-17,BIO,-0.003922,18166540.56
281252,2021-12-17,CWEN,-0.003043,1133496.0
281253,2021-12-17,CWEN,-0.007614,2873756.16
281571,2021-12-17,GEF,-0.014536,1584032.66
281572,2021-12-17,GEF,-0.026524,1300452.72
281633,2021-12-17,GTN,0.059091,133667.44
281634,2021-12-17,GTN,0.028147,1716302.72
281667,2021-12-17,HEI,-0.001983,7367958.36
281668,2021-12-17,HEI,0.008558,9848492.09
281735,2021-12-17,HVT,-0.017444,40958.78
281736,2021-12-17,HVT,0.0,530677.2
281939,2021-12-17,LEN,-0.024156,28772815.68
281940,2021-12-17,LEN,-0.02484,3263997.96
282067,2021-12-17,MKC,-0.005705,23454233.4
282068,2021-12-17,MKC,-0.00624,1687991.4
282743,2021-12-17,STZ,-0.00149,5600914.18
282744,2021-12-17,STZ,0.002649,39792954.0
282767,2021-12-17,TAP,-0.005778,9471010.6
282768,2021-12-17,TAP,-0.018018,287760.0
283053,2021-12-17,WSO,-0.014859,1776101.73
283054,2021-12-17,WSO,-0.028339,10066655.06
283178,2021-12-20,AGM,-0.057808,109811.91
283179,2021-12-20,AGM,-0.004359,1075877.5
283427,2021-12-20,BIO,-0.01177,3673829.64
283428,2021-12-20,BIO,-0.003951,18094764.52
283733,2021-12-20,CWEN,-0.032051,1097166.0
283734,2021-12-20,CWEN,-0.029554,2788825.6
284052,2021-12-20,GEF,-0.041234,1518717.2
284053,2021-12-20,GEF,-0.047724,1238390.16
284114,2021-12-20,GTN,-0.05794,125922.76
284115,2021-12-20,GTN,-0.031508,1662225.0
284148,2021-12-20,HEI,-0.001914,7353859.08
284149,2021-12-20,HEI,-0.00346,9814417.07
284216,2021-12-20,HVT,-0.066143,38249.64
284217,2021-12-20,HVT,-0.06947,493810.84
284420,2021-12-20,LEN,-0.000283,28764660.12
284421,2021-12-20,LEN,0.000231,3264750.38
284548,2021-12-20,MKC,-0.002231,23401902.45
284549,2021-12-20,MKC,-0.000106,1687811.75
285224,2021-12-20,STZ,-0.00908,5550058.0
285225,2021-12-20,STZ,-0.011558,39333014.8
285248,2021-12-20,TAP,-0.030398,9183112.2
285249,2021-12-20,TAP,0.028165,295864.8
285534,2021-12-20,WSO,-0.030363,1722174.76
285535,2021-12-20,WSO,-0.016272,9902846.1
285659,2021-12-21,AGM,0.060932,116503.0
285660,2021-12-21,AGM,0.027983,1105983.6
285908,2021-12-21,BIO,0.024249,3762916.08
285909,2021-12-21,BIO,0.015565,18376404.76
286214,2021-12-21,CWEN,0.029013,1128998.0
286215,2021-12-21,CWEN,0.032504,2879472.64
286533,2021-12-21,GEF,0.011713,1536506.37
286534,2021-12-21,GEF,0.022925,1266780.48
286595,2021-12-21,GTN,0.028474,129508.26
286596,2021-12-21,GTN,0.0512,1747330.92
286629,2021-12-21,HEI,0.041,7655366.76
286630,2021-12-21,HEI,0.047615,10281731.63
286697,2021-12-21,HVT,0.015814,38854.53
286698,2021-12-21,HVT,0.028457,507863.04
286901,2021-12-21,LEN,0.027502,29555749.44
286902,2021-12-21,LEN,0.02708,3353159.73
287029,2021-12-21,MKC,-0.009477,23180118.9
287030,2021-12-21,MKC,-0.005109,1679188.55
287705,2021-12-21,STZ,0.00954,5603004.16
287706,2021-12-21,STZ,0.00781,39640188.48
287729,2021-12-21,TAP,0.02674,9428672.6
287730,2021-12-21,TAP,0.017221,300960.0
288015,2021-12-21,WSO,0.008176,1736254.91
288016,2021-12-21,WSO,0.01274,10029005.42
288140,2021-12-22,AGM,0.019646,118791.82
288141,2021-12-22,AGM,0.001002,1107091.8
288389,2021-12-22,BIO,0.006739,3788275.26
288390,2021-12-22,BIO,0.005298,18473761.88
288695,2021-12-22,CWEN,0.019001,1150450.0
288696,2021-12-22,CWEN,0.018434,2932554.24
289014,2021-12-22,GEF,-0.011578,1518717.2
289015,2021-12-22,GEF,-0.002259,1263919.44
289076,2021-12-22,GTN,0.028793,133237.18
289077,2021-12-22,GTN,0.004566,1755309.6
289110,2021-12-22,HEI,-0.0034,7629337.32
289111,2021-12-22,HEI,-0.002762,10253335.78
289178,2021-12-22,HVT,0.002319,38944.62
289179,2021-12-22,HVT,0.003906,509846.88
289382,2021-12-22,LEN,0.033389,30542572.2
289383,2021-12-22,LEN,0.033995,3467151.36
289510,2021-12-22,MKC,0.003978,23272321.05
289511,2021-12-22,MKC,-0.003317,1673619.4
290186,2021-12-22,STZ,0.007937,5647474.29
290187,2021-12-22,STZ,0.007832,39950647.44
290210,2021-12-22,TAP,0.002694,9454075.4
290211,2021-12-22,TAP,-0.02193,294360.0
290496,2021-12-22,WSO,-0.006074,1725709.16
290497,2021-12-22,WSO,-0.002898,9999942.54
290621,2021-12-23,AGM,0.005424,119436.2
290622,2021-12-23,AGM,0.00659,1114387.45
290870,2021-12-23,BIO,0.004246,3804359.79
290871,2021-12-23,BIO,0.003267,18534113.36
291176,2021-12-23,CWEN,0.000602,1151142.0
291177,2021-12-23,CWEN,-0.003342,2922754.56
291495,2021-12-23,GEF,0.000524,1519513.73
291496,2021-12-23,GEF,0.000174,1264139.52
291557,2021-12-23,GTN,0.012379,134886.51
291558,2021-12-23,GTN,0.025253,1799635.6
291591,2021-12-23,HEI,0.011301,7715559.84
291592,2021-12-23,HEI,0.017883,10436691.84
291659,2021-12-23,HVT,0.016523,39588.12
291660,2021-12-23,HVT,-0.0107,504391.32
291863,2021-12-23,LEN,-0.00267,30461016.6
291864,2021-12-23,LEN,-0.003147,3456241.27
291991,2021-12-23,MKC,-0.003855,23182610.85
291992,2021-12-23,MKC,-0.001717,1670745.0
292667,2021-12-23,STZ,0.00331,5666168.0
292668,2021-12-23,STZ,0.003413,40086986.56
292691,2021-12-23,TAP,0.020824,9650947.1
292692,2021-12-23,TAP,0.004484,295680.0
292977,2021-12-23,WSO,0.003796,1732260.74
292978,2021-12-23,WSO,0.000396,10003905.66
293102,2021-12-27,AGM,0.001338,119596.0
293103,2021-12-27,AGM,0.027182,1144678.25
293351,2021-12-27,BIO,0.022482,3889889.85
293352,2021-12-27,BIO,0.024201,18982651.52
293657,2021-12-27,CWEN,-0.002705,1148028.0
293658,2021-12-27,CWEN,0.000559,2924387.84
293976,2021-12-27,GEF,0.019221,1548719.83
293977,2021-12-27,GEF,0.023155,1293410.16
294038,2021-12-27,GTN,-0.001063,134743.09
294039,2021-12-27,GTN,0.021182,1837755.96
294072,2021-12-27,HEI,0.009629,7789852.2
294073,2021-12-27,HEI,0.00241,10461842.45
294140,2021-12-27,HVT,-0.01528,38983.23
294141,2021-12-27,HVT,0.004589,506705.8
294344,2021-12-27,LEN,0.012673,30847046.44
294345,2021-12-27,LEN,0.013497,3502891.31
294472,2021-12-27,MKC,0.011824,23456725.35
294473,2021-12-27,MKC,0.006129,1680985.05
295148,2021-12-27,STZ,-0.011926,5598591.98
295149,2021-12-27,STZ,0.01131,40540355.2
295172,2021-12-27,TAP,0.001974,9669999.2
295173,2021-12-27,TAP,-0.007143,293568.0
295458,2021-12-27,WSO,0.009223,1748237.4
295459,2021-12-27,WSO,0.009277,10096708.72
295583,2021-12-28,AGM,0.034483,123720.0
295584,2021-12-28,AGM,-0.001614,1142831.25
295832,2021-12-28,BIO,-0.021674,3805579.47
295833,2021-12-28,BIO,-0.021666,18571367.36
296138,2021-12-28,CWEN,-0.005726,1141454.0
296139,2021-12-28,CWEN,-0.008098,2900705.28
296457,2021-12-28,GEF,0.011829,1567040.02
296458,2021-12-28,GEF,0.00034,1293850.32
296519,2021-12-28,GTN,0.019159,137324.65
296520,2021-12-28,GTN,0.00193,1841302.04
296553,2021-12-28,HEI,0.006056,7837030.56
296554,2021-12-28,HEI,-0.000853,10452918.04
296621,2021-12-28,HVT,0.001321,39034.71
296622,2021-12-28,HVT,0.015661,514641.16
296825,2021-12-28,LEN,0.009077,31127054.0
296826,2021-12-28,LEN,0.009129,3534869.16
296953,2021-12-28,MKC,0.008818,23663557.2
296954,2021-12-28,MKC,0.0106,1698802.74
297629,2021-12-28,STZ,0.034385,5791102.36
297630,2021-12-28,STZ,0.008874,40900093.36
297653,2021-12-28,TAP,0.00197,9689051.3
297654,2021-12-28,TAP,0.034173,303600.0
297939,2021-12-28,WSO,0.002071,1751858.01
297940,2021-12-28,WSO,0.000883,10105625.74
298064,2021-12-29,AGM,-0.01225,122204.43
298065,2021-12-29,AGM,0.009374,1153543.85
298313,2021-12-29,BIO,0.003966,3820673.01
298314,2021-12-29,BIO,0.003985,18645378.64
298619,2021-12-29,CWEN,0.003334,1145260.0
298620,2021-12-29,CWEN,0.002534,2908055.04
298938,2021-12-29,GEF,0.010505,1583501.64
298939,2021-12-29,GEF,0.015649,1314097.68
299000,2021-12-29,GTN,-0.018277,134814.8
299001,2021-12-29,GTN,-0.027443,1790770.4
299034,2021-12-29,HEI,0.0009,7844080.2
299035,2021-12-29,HEI,0.001708,10470766.86
299102,2021-12-29,HVT,0.009397,39401.51
299103,2021-12-29,HVT,-0.000964,514145.2
299306,2021-12-29,LEN,0.013974,31562017.2
299307,2021-12-29,LEN,0.015326,3589043.4
299434,2021-12-29,MKC,0.00695,23828025.9
299435,2021-12-29,MKC,-0.001923,1695536.7
300110,2021-12-29,STZ,0.002486,5805500.0
300111,2021-12-29,STZ,0.003173,41029861.92
300134,2021-12-29,TAP,0.003933,9727155.5
300135,2021-12-29,TAP,-0.023478,296472.0
300420,2021-12-29,WSO,0.006529,1763295.69
300421,2021-12-29,WSO,0.018399,10291562.12
300545,2021-12-30,AGM,-0.014131,120477.51
300546,2021-12-30,AGM,-0.011448,1140337.8
300794,2021-12-30,BIO,0.010395,3860388.84
300795,2021-12-30,BIO,0.010536,18841831.4
301100,2021-12-30,CWEN,0.004834,1150796.0
301101,2021-12-30,CWEN,0.002808,2916221.44
301419,2021-12-30,GEF,0.002683,1587749.8
301420,2021-12-30,GEF,-0.001675,1311896.88
301481,2021-12-30,GTN,-0.006383,133954.28
301482,2021-12-30,GTN,0.007426,1804068.2
301515,2021-12-30,HEI,-0.001728,7830523.2
301516,2021-12-30,HEI,0.00062,10477257.34
301583,2021-12-30,HVT,-0.016495,38751.57
301584,2021-12-30,HVT,-0.005145,511500.08
301787,2021-12-30,LEN,-0.007321,31330943.0
301788,2021-12-30,LEN,-0.011111,3549165.14
301915,2021-12-30,MKC,0.003347,23815566.15
301916,2021-12-30,MKC,0.013986,1712603.45
302591,2021-12-30,STZ,-0.00078,5800971.71
302592,2021-12-30,STZ,-0.001561,40965798.96
302615,2021-12-30,TAP,-0.001088,9716571.0
302616,2021-12-30,TAP,-0.011576,293040.0
302901,2021-12-30,WSO,0.006583,1774903.48
302902,2021-12-30,WSO,-0.008632,10202722.18
303026,2021-12-31,AGM,0.015832,122384.86
303027,2021-12-31,AGM,0.003644,1144493.55
303275,2021-12-31,BIO,0.015435,3919975.29
303276,2021-12-31,BIO,-0.00406,18765336.52
303581,2021-12-31,CWEN,0.006615,1158408.0
303582,2021-12-31,CWEN,0.008961,2942353.92
303900,2021-12-31,GEF,0.009532,1602883.87
303901,2021-12-31,GEF,0.002852,1315638.24
303962,2021-12-31,GTN,-0.015525,131874.69
303963,2021-12-31,GTN,-0.009337,1787224.32
303996,2021-12-31,HEI,-0.001247,7825954.08
303997,2021-12-31,HEI,-0.004801,10442121.48
304064,2021-12-31,HVT,0.002823,38860.97
304065,2021-12-31,HVT,-0.011959,505383.24
304268,2021-12-31,LEN,0.007896,31578328.32
304269,2021-12-31,LEN,0.013568,3597320.02
304396,2021-12-31,MKC,0.010882,24074728.95
304397,2021-12-31,MKC,0.00063,1713683.15
305072,2021-12-31,STZ,0.006785,5840333.0
305073,2021-12-31,STZ,0.006335,41225336.08
305096,2021-12-31,TAP,0.009804,9811831.5
305097,2021-12-31,TAP,0.045045,306240.0
305382,2021-12-31,WSO,0.012304,1796742.08
305383,2021-12-31,WSO,0.012786,10333174.88
